PassengerId,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HP_Europa,HP_Mars,D_PSO J318.5-22,D_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Transported
1753_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1755_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1757_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1758_01,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1760_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1761_01,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1762_01,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1762_02,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1763_01,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1764_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1764_02,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1766_01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1767_01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1767_02,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1767_03,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1767_04,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1769_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1770_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1771_01,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1772_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1774_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1775_01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1776_01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1778_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1779_01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1781_01,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1782_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1783_01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1783_02,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1785_01,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1786_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1792_01,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1797_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1798_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1800_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1800_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1800_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1800_04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1800_05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1802_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1803_01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1804_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1805_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1806_01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1807_01,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1808_01,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1810_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1811_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1812_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1813_01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1816_01,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1816_02,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1817_01,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1818_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1821_01,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1822_01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1823_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1826_01,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1827_01,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1828_01,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1829_01,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1829_02,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1829_03,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1829_04,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1829_05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1829_06,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1831_01,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1833_01,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1834_01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1836_01,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1841_01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1843_01,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1844_01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1844_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1844_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1846_01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1847_01,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1849_01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1850_01,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1850_02,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1853_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1854_01,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1855_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1855_02,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1856_01,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1857_01,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1859_01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1860_01,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1860_02,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1861_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1861_02,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1863_01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1864_01,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1865_02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1865_03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1865_04,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1865_06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1866_01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1868_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1872_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1873_01,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1874_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1877_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1878_01,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1879_01,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1880_01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1881_01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1882_02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1884_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1886_01,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1887_01,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1888_01,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1889_01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1889_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1890_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1891_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1892_01,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1892_02,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1892_03,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1897_01,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1897_02,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1898_01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1899_01,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1901_01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1901_02,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1902_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1903_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1905_01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1906_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1907_01,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1908_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1911_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1916_01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1916_02,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1918_01,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1918_02,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1918_03,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1920_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1922_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1923_01,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1923_02,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1925_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1926_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1927_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1928_01,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1931_01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1933_01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1935_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1937_01,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1938_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1939_01,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1939_02,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1940_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1941_01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1942_01,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1945_01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1946_01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1947_01,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1950_01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1952_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1953_01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1956_01,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1957_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1959_01,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1959_02,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1959_03,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1960_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1960_02,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1961_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1962_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1962_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1962_03,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1963_01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1964_01,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1968_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1969_01,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1971_01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1973_01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1974_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1975_01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1976_01,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1976_02,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1976_03,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1976_04,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1976_05,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1976_06,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1976_07,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1977_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
1978_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1979_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1980_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1980_02,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1980_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1981_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1983_01,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1984_01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985_01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1988_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1991_02,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1992_01,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1993_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1994_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1995_01,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1996_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1999_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2000_01,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2001_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2006_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2006_02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2006_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2007_01,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2009_01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2009_02,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2009_03,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2010_01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2011_01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2012_01,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2013_01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2015_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
2019_01,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2022_01,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2024_02,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2026_02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2026_03,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2027_01,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2028_01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2029_01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2032_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
2034_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2038_01,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2040_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2040_02,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2041_01,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2042_01,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2043_01,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
2045_01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2046_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2051_01,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2052_01,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
2053_01,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2054_01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2055_02,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2055_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2055_04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2055_05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2055_06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2056_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2056_02,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2056_03,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2056_04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2059_01,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2060_01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2061_01,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
2063_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2065_01,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2066_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2067_01,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2067_02,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2070_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2071_01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2071_02,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2073_01,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2074_01,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2074_02,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
2075_01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2080_01,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2081_01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2082_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2083_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2084_01,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2085_01,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2086_01,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2086_02,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2087_01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
2088_01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2088_02,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2089_01,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2090_01,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2091_01,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2092_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
2092_02,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
